source,target
https://www.jpnn.com/,https://www.jpnn.com/news/anggota-bawaslu-puadi-beberkan-upaya-memitigasi-praktik-politik-uang-di-pilkada-2024
https://www.jpnn.com/,https://www.jpnn.com/video/teknologi
https://www.jpnn.com/,https://www.jpnn.com/daerah/kaltara
https://www.jpnn.com/,https://www.jpnn.com/daerah/maluku
https://www.jpnn.com/,https://www.jpnn.com/politik/pemilihan-umum
https://www.jpnn.com/,https://www.jpnn.com/video/pendidikan
https://www.jpnn.com/,https://www.jpnn.com/foto/indokartun
https://www.jpnn.com/,https://www.jpnn.com/olahraga/bulutangkis
https://www.jpnn.com/,https://www.jpnn.com/ekonomi/produk
https://www.jpnn.com/,https://www.jpnn.com/teknologi/komunikasi
https://www.jpnn.com/,https://www.jpnn.com/daerah/ntt
https://www.jpnn.com/,https://www.jpnn.com/daerah/gorontalo
https://www.jpnn.com/,https://www.jpnn.com/tag/motogp
https://www.jpnn.com/,https://www.jpnn.com/daerah/sulteng
https://www.jpnn.com/,https://www.jpnn.com/news/12200-orang-mengungsi-akibat-erupsi-gunung-lewotobi-laki-laki
https://www.jpnn.com/,https://www.jpnn.com/militeriana
https://www.jpnn.com/,https://www.jpnn.com/lifestyle/keluarga
https://www.jpnn.com/,https://www.jpnn.com/news/ujang-lapor-mas-wapres-cara-istana-membuat-masyarakat-mudah-menyampaikan-aspirasi
https://www.jpnn.com/,https://www.jpnn.com/news/hector-souto-ungkap-efek-keberhasilan-timnas-futsal-indonesia-juara-piala-aff-2024
https://www.jpnn.com/,https://www.jpnn.com/tag
https://www.jpnn.com/,https://www.jpnn.com/daerah/kep-bangka-belitung
https://www.jpnn.com/,https://www.jpnn.com/features
https://www.jpnn.com/,https://www.jpnn.com/video/ekonomi
https://www.jpnn.com/,https://www.jpnn.com/internasional/amerika
https://www.jpnn.com/,https://www.jpnn.com/politik/pilkada
